original_index,hate speech,counternarrative,Appropriate counternarrative (1) or non appropriate (0),Valid (1) / Non Valid (0) annotation,hsType,hsSubType,cnType,age,gender,educationLevel,cn_id,annotation of annotator 1 (0: non appropiate; 1: not sure; 2: appropiate counteranrrative),annotation of annotator 2 (0: non appropiate; 1: not sure; 2: appropiate counteranrrative),annotation of annotator 3 (0: non appropiate; 1: not sure; 2: appropiate counteranrrative)
3815,Their Prophet was a paedophile.,Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,0,1,Islamophobia,rapism,question,24.0,female,Bachelor,ENT1ST0015HS0070CN001014,0,0,0
4099,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.",Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,0,1,Islamophobia,"crimes , rapism , terrorism",question,24.0,female,Bachelor,ENT1ST0015HS0070CN001014,0,0,0
3767,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,0,1,Islamophobia,islamization,question,24.0,female,Bachelor,ENT1ST0015HS0070CN001014,0,0,1
3785,"Where there is Islam, there cannot be peace.",Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,0,1,Islamophobia,culture,question,24.0,female,Bachelor,ENT1ST0015HS0070CN001014,0,0,0
3661,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,crimes,question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
3494,Islam is a religion mostly based on conquest and violence.,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,culture,question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
4003,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,"culture , islamization",question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
3796,"Where there is Islam, there cannot be peace.",Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,culture,question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
4065,The only purpose of Islam is to dominate and destroy us! Being multicultural has nothing to do with it.,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,"culture , islamization",question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
3705,Muslims do not have nothing useful that can enrich our culture.,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,culture,question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
3968,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,culture,question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
2506,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,I think you are confusing Islam with the crusades.,0,1,Islamophobia,islamization,humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
2220,Islam is a religion mostly based on conquest and violence.,"[fact check and post link to accurate statistics, statistic is likely false or extremely skewed][add meme] smh trying to post statistics when they're not even accurate.",0,1,Islamophobia,culture,"facts , humor",25.0,male,Some university without degree,ENT1ST0022HS0017CN001191,0,0,
3404,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.","Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,rapism,humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
3534,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,"rapism , terrorism",facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
3804,Their Prophet was a paedophile.,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,rapism,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
2769,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.","Seriously, I would love to know where you get your statistics from. They are so far from the truth.",0,1,Islamophobia,culture,question,21.0,female,Master,ENT1ST0022HS0017CN001197,0,0,
3596,"Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?",Apart from all the scientists that are also muslim?,0,1,Islamophobia,"crimes , rapism",hypocrisy,25.0,male,Master,ENT1ST0008HS0098CN000158,0,0,0
2467,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,"[fact check and post link to accurate statistics, statistic is likely false or extremely skewed][add meme] smh trying to post statistics when they're not even accurate.",0,1,Islamophobia,islamization,"facts , humor",25.0,male,Some university without degree,ENT1ST0022HS0017CN001191,0,0,
2253,"Muslims love the islamic law so much, then why do not they move in islamic countries?","Seriously, I would love to know where you get your statistics from. They are so far from the truth.",0,1,Islamophobia,culture,question,21.0,female,Master,ENT1ST0022HS0017CN001197,0,0,
4062,The only purpose of Islam is to dominate and destroy us! Being multicultural has nothing to do with it.,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,"culture , islamization",facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
407,Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,Replace islam with any other religion and see just how deeply offensive what you just said is.,1,1,Islamophobia,rapism,denouncing,25.0,male,Master,ENT1ST0014HS0071CN000683,2,2,
92,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.","I do not shared your opinion, but I do acknowledge that opinions, mine or your, do not have to be based on fact or knowledge. My 'experience' of Muslims, as neighbours, colleagues, friends hasn't led me to view them as a problem.",1,1,Islamophobia,culture,"affiliation , facts",61.0,male,Bachelor,ENT1ST0008HS0125CN000276,2,2,
3727,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,"Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,generic,humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
607,There was another terrorist attack in France by a crazy Muslim person. His mental problem is actually called Islam!,"What happened to the good old British values of stuff like 'tolerance' and 'respect for the rule of law' - what you are suggesting sounds like mob rule, vigilante action and people running around with burning torches?",0,1,Islamophobia,terrorism,"denouncing , hypocrisy",61.0,male,Bachelor,ENT1ST0001HS0074CN000066,0,0,
2481,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,I think you are confusing Islam with the crusades.,0,1,Islamophobia,crimes,humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
3477,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,culture,question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
2353,"All Muslims should be deported, no one wants them here.","[fact check and post link to accurate statistics, statistic is likely false or extremely skewed][add meme] smh trying to post statistics when they're not even accurate.",0,1,Islamophobia,generic,"facts , humor",25.0,male,Some university without degree,ENT1ST0022HS0017CN001191,0,0,
2613,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,"Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",0,1,Islamophobia,generic,facts,21.0,female,Master,ENT1ST0022HS0077CN001238,0,0,
385,Their Prophet was a paedophile.,"I do not shared your opinion, but I do acknowledge that opinions, mine or your, do not have to be based on fact or knowledge. My 'experience' of Muslims, as neighbours, colleagues, friends hasn't led me to view them as a problem.",0,1,Islamophobia,rapism,"affiliation , facts",61.0,male,Bachelor,ENT1ST0008HS0125CN000276,0,0,
1594,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,What does that even mean?,0,1,Islamophobia,crimes,question,21.0,female,Master,ENT1ST0008HS0021CN000182,0,0,
3574,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?","I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,islamization,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
404,"When Islam hasn't arrived yet in England, things was good. Now we are full of muslim rapists and it is evident that sexual violence is jihad in England.",Replace islam with any other religion and see just how deeply offensive what you just said is.,1,1,Islamophobia,rapism,denouncing,25.0,male,Master,ENT1ST0014HS0071CN000683,2,2,
2476,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,"[fact check and post link to accurate statistics, statistic is likely false or extremely skewed][add meme] smh trying to post statistics when they're not even accurate.",0,1,Islamophobia,crimes,"facts , humor",25.0,male,Some university without degree,ENT1ST0022HS0017CN001191,0,0,
4050,There was another terrorist attack in France by a crazy Muslim person. His mental problem is actually called Islam!,Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,0,1,Islamophobia,terrorism,question,24.0,female,Bachelor,ENT1ST0015HS0070CN001014,0,0,0
1559,We should pay attention to not offend Muslims while celebrating Christmas in our country.,"Given the number of Muslims born in the UK, this statement in a bit silly.you cannot repatriate someone who hasn't moved.",0,1,Islamophobia,islamization,hypocrisy,61.0,male,Bachelor,ENT1ST0015HS0059CN001019,0,0,
3539,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,"Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,"rapism , terrorism",humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
3786,"Where there is Islam, there cannot be peace.",Apart from all the scientists that are also muslim?,0,1,Islamophobia,culture,hypocrisy,25.0,male,Master,ENT1ST0008HS0098CN000158,0,0,0
1442,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,If they were violent they would have been punished too. Why do you think someone of a certain religion is automatically guilty?,0,1,Islamophobia,islamization,"facts , question",26.0,female,Bachelor,ENT1ST0001HS0074CN000064,0,0,
2459,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,generic,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
1556,We should pay attention to not offend Muslims while celebrating Christmas in our country.,If they were violent they would have been punished too. Why do you think someone of a certain religion is automatically guilty?,0,1,Islamophobia,islamization,"facts , question",26.0,female,Bachelor,ENT1ST0001HS0074CN000064,0,0,
2556,Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,"Seriously, I would love to know where you get your statistics from. They are so far from the truth.",1,1,Islamophobia,rapism,question,21.0,female,Master,ENT1ST0022HS0017CN001197,2,2,
4078,Almost all Muslims in the UK are jobless and choose not to work.,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,economics,question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
204,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.",Replace islam with any other religion and see just how deeply offensive what you just said is.,1,1,Islamophobia,islamization,denouncing,25.0,male,Master,ENT1ST0014HS0071CN000683,2,2,
1327,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",What does that even mean?,0,1,Islamophobia,crimes,question,21.0,female,Master,ENT1ST0008HS0021CN000182,0,0,
3629,"All Muslims should be deported, no one wants them here.","I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,generic,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
4098,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.","We have no right to blame other people. Analysis showed that large majority of people convicted of sexual offences, regardless of the age of the victims, are white.",0,1,Islamophobia,"crimes , rapism , terrorism","denouncing , facts",29.0,female,Master,ENT1ST0019HS0085CN001068,0,0,0
3606,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.","We have no right to blame other people. Analysis showed that large majority of people convicted of sexual offences, regardless of the age of the victims, are white.",0,1,Islamophobia,islamization,"denouncing , facts",29.0,female,Master,ENT1ST0019HS0085CN001068,0,0,0
1404,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,"Most Muslims are too busy working hard, looking after their families and neighbours, propping up the NHS to be worried about such nonsense.",0,1,Islamophobia,generic,"denouncing , positive",50.0,male,Bachelor,ENT1ST0015HS0104CN000955,0,0,
280,Muslims do not have nothing useful that can enrich our culture.,Replace islam with any other religion and see just how deeply offensive what you just said is.,1,1,Islamophobia,culture,denouncing,25.0,male,Master,ENT1ST0014HS0071CN000683,2,2,
3555,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,"We have no right to blame other people. Analysis showed that large majority of people convicted of sexual offences, regardless of the age of the victims, are white.",1,1,Islamophobia,rapism,"denouncing , facts",29.0,female,Master,ENT1ST0019HS0085CN001068,2,2,0
1313,"All Muslims should be deported, no one wants them here.",What does that even mean?,0,1,Islamophobia,generic,question,21.0,female,Master,ENT1ST0008HS0021CN000182,0,0,
56,"Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?",List of positive news stories.,0,1,Islamophobia,terrorism,positive,25.0,male,Master,ENT1ST0014HS0116CN000815,0,0,
2134,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.","[fact check and post link to accurate statistics, statistic is likely false or extremely skewed][add meme] smh trying to post statistics when they're not even accurate.",0,1,Islamophobia,rapism,"facts , humor",25.0,male,Some university without degree,ENT1ST0022HS0017CN001191,0,0,
3918,We must send Islamics back to their native countries. They are too different from us.,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,culture,question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
3765,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,"We have no right to blame other people. Analysis showed that large majority of people convicted of sexual offences, regardless of the age of the victims, are white.",0,1,Islamophobia,islamization,"denouncing , facts",29.0,female,Master,ENT1ST0019HS0085CN001068,0,1,0
377,Their Prophet was a paedophile.,"What happened to the good old British values of stuff like 'tolerance' and 'respect for the rule of law' - what you are suggesting sounds like mob rule, vigilante action and people running around with burning torches?",0,1,Islamophobia,rapism,"denouncing , hypocrisy",61.0,male,Bachelor,ENT1ST0001HS0074CN000066,0,0,
2131,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",I think you are confusing Islam with the crusades.,0,1,Islamophobia,rapism,humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
2460,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,"[fact check and post link to accurate statistics, statistic is likely false or extremely skewed][add meme] smh trying to post statistics when they're not even accurate.",0,1,Islamophobia,generic,"facts , humor",25.0,male,Some university without degree,ENT1ST0022HS0017CN001191,0,0,
1278,"Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?","Given the number of Muslims born in the UK, this statement in a bit silly.you cannot repatriate someone who hasn't moved.",0,1,Islamophobia,"crimes , rapism",hypocrisy,61.0,male,Bachelor,ENT1ST0015HS0059CN001019,0,0,
3736,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,1,1,Islamophobia,islamization,question,24.0,female,Bachelor,ENT1ST0015HS0070CN001014,2,2,2
223,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",List of positive news stories.,0,1,Islamophobia,crimes,positive,25.0,male,Master,ENT1ST0014HS0116CN000815,0,0,
1349,"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!","Given the number of Muslims born in the UK, this statement in a bit silly.you cannot repatriate someone who hasn't moved.",0,1,Islamophobia,"crimes , rapism",hypocrisy,61.0,male,Bachelor,ENT1ST0015HS0059CN001019,0,0,
3945,Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,terrorism,question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
2790,There was another terrorist attack in France by a crazy Muslim person. His mental problem is actually called Islam!,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,terrorism,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2360,"All Muslims should be deported, no one wants them here.","Seriously, I would love to know where you get your statistics from. They are so far from the truth.",0,1,Islamophobia,generic,question,21.0,female,Master,ENT1ST0022HS0017CN001197,0,0,
3718,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,0,1,Islamophobia,generic,question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,0,0,0
1684,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.","Bit of a generalisation that, isn't it? If you cannot see that most Muslims contribute positively to the UK, you need to do a quick google search I think.",0,1,Islamophobia,culture,"denouncing , hypocrisy",21.0,female,Master,ENT1ST0014HS0081CN000738,0,0,
2211,Islam is a religion mostly based on conquest and violence.,"Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",0,1,Islamophobia,culture,facts,21.0,female,Master,ENT1ST0022HS0077CN001238,0,0,
523,Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.,"Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,terrorism,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
1410,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,"Bit of a generalisation that, isn't it? If you cannot see that most Muslims contribute positively to the UK, you need to do a quick google search I think.",0,1,Islamophobia,islamization,"denouncing , hypocrisy",21.0,female,Master,ENT1ST0014HS0081CN000738,0,0,
2204,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,I think you are confusing Islam with the crusades.,0,1,Islamophobia,culture,humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
91,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,culture,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
4035,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.",Apart from all the scientists that are also muslim?,0,1,Islamophobia,culture,hypocrisy,25.0,male,Master,ENT1ST0008HS0098CN000158,0,0,0
3602,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.","I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,islamization,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
3478,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,culture,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
3857,"Europe is civilised, Muslims should not stay there.","We have no right to blame other people. Analysis showed that large majority of people convicted of sexual offences, regardless of the age of the victims, are white.",0,1,Islamophobia,generic,"denouncing , facts",29.0,female,Master,ENT1ST0019HS0085CN001068,0,0,0
360,"Where there is Islam, there cannot be peace.","This person may be the only one able to supply you some bread so, appreciate it!",0,1,Islamophobia,culture,humor,26.0,female,Bachelor,ENT1ST0014HS0126CN000621,0,0,
3828,"When Islam hasn't arrived yet in England, things was good. Now we are full of muslim rapists and it is evident that sexual violence is jihad in England.","We have no right to blame other people. Analysis showed that large majority of people convicted of sexual offences, regardless of the age of the victims, are white.",1,1,Islamophobia,rapism,"denouncing , facts",29.0,female,Master,ENT1ST0019HS0085CN001068,2,2,0
457,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,List of positive news stories.,0,1,Islamophobia,generic,positive,25.0,male,Master,ENT1ST0014HS0116CN000815,0,0,
3634,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.","We have no right to blame other people. Analysis showed that large majority of people convicted of sexual offences, regardless of the age of the victims, are white.",0,1,Islamophobia,crimes,"denouncing , facts",29.0,female,Master,ENT1ST0019HS0085CN001068,0,0,0
2373,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.","[fact check and post link to accurate statistics, statistic is likely false or extremely skewed][add meme] smh trying to post statistics when they're not even accurate.",0,1,Islamophobia,crimes,"facts , humor",25.0,male,Some university without degree,ENT1ST0022HS0017CN001191,0,0,
3793,"Where there is Islam, there cannot be peace.","Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,culture,humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
1640,"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",What does that even mean?,0,1,Islamophobia,rapism,question,21.0,female,Master,ENT1ST0008HS0021CN000182,0,0,
76,Islam is a religion mostly based on conquest and violence.,"This person may be the only one able to supply you some bread so, appreciate it!",0,1,Islamophobia,culture,humor,26.0,female,Bachelor,ENT1ST0014HS0126CN000621,0,0,
103,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.","This person may be the only one able to supply you some bread so, appreciate it!",0,1,Islamophobia,culture,humor,26.0,female,Bachelor,ENT1ST0014HS0126CN000621,0,0,
2683,Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.,"Seriously, I would love to know where you get your statistics from. They are so far from the truth.",0,1,Islamophobia,terrorism,question,21.0,female,Master,ENT1ST0022HS0017CN001197,0,0,
2859,The vast majority of Muslims are unemployed and refuse to work.,I think you are confusing Islam with the crusades.,0,1,Islamophobia,economics,humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
548,"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?","I do not shared your opinion, but I do acknowledge that opinions, mine or your, do not have to be based on fact or knowledge. My 'experience' of Muslims, as neighbours, colleagues, friends hasn't led me to view them as a problem.",0,1,Islamophobia,rapism,"affiliation , facts",61.0,male,Bachelor,ENT1ST0008HS0125CN000276,0,0,
3939,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,"Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,crimes,humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
495,We must send Islamics back to their native countries. They are too different from us.,"Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,culture,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
267,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,Replace islam with any other religion and see just how deeply offensive what you just said is.,1,1,Islamophobia,culture,denouncing,25.0,male,Master,ENT1ST0014HS0071CN000683,2,2,
3409,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,1,1,Islamophobia,rapism,question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,1,2,2
569,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,"Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,"culture , islamization",facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
6,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.","I do not shared your opinion, but I do acknowledge that opinions, mine or your, do not have to be based on fact or knowledge. My 'experience' of Muslims, as neighbours, colleagues, friends hasn't led me to view them as a problem.",0,1,Islamophobia,rapism,"affiliation , facts",61.0,male,Bachelor,ENT1ST0008HS0125CN000276,0,0,
1686,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.",If they were violent they would have been punished too. Why do you think someone of a certain religion is automatically guilty?,0,1,Islamophobia,culture,"facts , question",26.0,female,Bachelor,ENT1ST0001HS0074CN000064,0,0,
258,"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!",List of positive news stories.,0,1,Islamophobia,"crimes , rapism",positive,25.0,male,Master,ENT1ST0014HS0116CN000815,0,0,
2705,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,I think you are confusing Islam with the crusades.,0,1,Islamophobia,culture,humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
1549,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,People's concerns must be based in evidence and not hatred.,0,1,Islamophobia,generic,facts,25.0,male,Master,ENT1ST0020HS0058CN001185,0,0,
3722,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,Why are you attacking muslims? Many people come and live in Britain and I do not see why it is a bad thing.,0,1,Islamophobia,generic,question,24.0,female,Bachelor,ENT1ST0015HS0070CN001014,0,0,0
1138,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",What does that even mean?,0,1,Islamophobia,crimes,question,21.0,female,Master,ENT1ST0008HS0021CN000182,0,0,
292,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,List of positive news stories.,0,1,Islamophobia,generic,positive,25.0,male,Master,ENT1ST0014HS0116CN000815,0,0,
3536,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,Why do you link rapist crimes and Muslim people? Do you have anny proofs for that?,1,1,Islamophobia,"rapism , terrorism",question,24.0,female,Bachelor,ENT1ST0016HS0094CN001042,2,1,2
