original_index,hate speech,counternarrative,Appropriate counternarrative (1) or non appropriate (0),Valid (1) / Non Valid (0) annotation,hsType,hsSubType,cnType,age,gender,educationLevel,cn_id,annotation of annotator 1 (0: non appropiate; 1: not sure; 2: appropiate counteranrrative),annotation of annotator 2 (0: non appropiate; 1: not sure; 2: appropiate counteranrrative),annotation of annotator 3 (0: non appropiate; 1: not sure; 2: appropiate counteranrrative)
2651,We must send Islamics back to their native countries. They are too different from us.,No religion is peaceful. Every religion had been provoking religious wars and murdering people. Islam is not that different in this respect from other religions.,0,1,Islamophobia,culture,"facts , hypocrisy",24.0,female,Bachelor,ENT1ST0019HS0030CN001166,,,
2317,"Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?",No religion is peaceful. Every religion had been provoking religious wars and murdering people. Islam is not that different in this respect from other religions.,0,1,Islamophobia,"crimes , rapism","facts , hypocrisy",24.0,female,Bachelor,ENT1ST0019HS0030CN001166,,,
2240,"Muslims love the islamic law so much, then why do not they move in islamic countries?",No religion is peaceful. Every religion had been provoking religious wars and murdering people. Islam is not that different in this respect from other religions.,0,1,Islamophobia,culture,"facts , hypocrisy",24.0,female,Bachelor,ENT1ST0019HS0030CN001166,,,
2754,Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,No religion is peaceful. Every religion had been provoking religious wars and murdering people. Islam is not that different in this respect from other religions.,0,1,Islamophobia,culture,"facts , hypocrisy",24.0,female,Bachelor,ENT1ST0019HS0030CN001166,,,
2519,"Where there is Islam, there cannot be peace.",No religion is peaceful. Every religion had been provoking religious wars and murdering people. Islam is not that different in this respect from other religions.,0,1,Islamophobia,culture,"facts , hypocrisy",24.0,female,Bachelor,ENT1ST0019HS0030CN001166,,,
2836,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.",No religion is peaceful. Every religion had been provoking religious wars and murdering people. Islam is not that different in this respect from other religions.,0,1,Islamophobia,"crimes , rapism , terrorism","facts , hypocrisy",24.0,female,Bachelor,ENT1ST0019HS0030CN001166,,,
2114,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.","No, it is not a fact because it is simply not true.",0,1,Islamophobia,"crimes , rapism , terrorism",facts,26.0,female,Bachelor,ENT1ST0014HS0066CN000734,,,
1813,"Muslims love the islamic law so much, then why do not they move in islamic countries?","No, it is not a fact because it is simply not true.",0,1,Islamophobia,culture,facts,26.0,female,Bachelor,ENT1ST0014HS0066CN000734,,,
2083,There was another terrorist attack in France by a crazy Muslim person. His mental problem is actually called Islam!,"No, it is not a fact because it is simply not true.",0,1,Islamophobia,terrorism,facts,26.0,female,Bachelor,ENT1ST0014HS0066CN000734,,,
1954,Their Prophet was a paedophile.,"No, it is not a fact because it is simply not true.",0,1,Islamophobia,rapism,facts,26.0,female,Bachelor,ENT1ST0014HS0066CN000734,,,
1888,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,"No, it is not a fact because it is simply not true.",0,1,Islamophobia,culture,facts,26.0,female,Bachelor,ENT1ST0014HS0066CN000734,,,
2346,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.",No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,islamization,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2718,"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,rapism,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2215,Islam is a religion mostly based on conquest and violence.,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,1,0,Islamophobia,culture,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,2,1,
2267,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,"rapism , terrorism","facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2851,The vast majority of Muslims are unemployed and refuse to work.,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,economics,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2135,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,rapism,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,1,0,
2664,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,crimes,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2395,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,crimes,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2499,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,islamization,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2644,We must send Islamics back to their native countries. They are too different from us.,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,0,Islamophobia,culture,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
3230,We should pay attention to not offend Muslims while celebrating Christmas in our country.,No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,0,1,Islamophobia,islamization,"denouncing , facts",25.0,male,Master,ENT1ST0008HS0010CN000222,,,
3262,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,0,1,Islamophobia,crimes,"denouncing , facts",25.0,male,Master,ENT1ST0008HS0010CN000222,,,
2940,"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.",No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,1,1,Islamophobia,culture,"denouncing , facts",25.0,male,Master,ENT1ST0008HS0010CN000222,,,
2873,"It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.",No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,1,1,Islamophobia,culture,"denouncing , facts",25.0,male,Master,ENT1ST0008HS0010CN000222,,,
3089,Muslims do not have nothing useful that can enrich our culture.,No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,0,1,Islamophobia,culture,"denouncing , facts",25.0,male,Master,ENT1ST0008HS0010CN000222,,,
3159,Their Prophet was a paedophile.,No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,0,1,Islamophobia,rapism,"denouncing , facts",25.0,male,Master,ENT1ST0008HS0010CN000222,,,
3388,The vast majority of Muslims are unemployed and refuse to work.,No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,0,1,Islamophobia,economics,"denouncing , facts",25.0,male,Master,ENT1ST0008HS0010CN000222,,,
3290,"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,0,1,Islamophobia,rapism,"denouncing , facts",25.0,male,Master,ENT1ST0008HS0010CN000222,,,
3203,"Europe is civilised, Muslims should not stay there.",No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,0,1,Islamophobia,generic,"denouncing , facts",25.0,male,Master,ENT1ST0008HS0010CN000222,,,
2988,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.,0,1,Islamophobia,rapism,"denouncing , facts",25.0,male,Master,ENT1ST0008HS0010CN000222,,,
915,"When Islam hasn't arrived yet in England, things was good. Now we are full of muslim rapists and it is evident that sexual violence is jihad in England.",No. Having a diverse society is a positive. There is no 'invasion'.,0,1,Islamophobia,rapism,facts,25.0,male,Master,ENT1ST0015HS0070CN001013,,,
711,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,No. Having a diverse society is a positive. There is no 'invasion'.,0,1,Islamophobia,culture,facts,25.0,male,Master,ENT1ST0015HS0070CN001013,,,
1041,Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,No. Having a diverse society is a positive. There is no 'invasion'.,0,1,Islamophobia,culture,facts,25.0,male,Master,ENT1ST0015HS0070CN001013,,,
889,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,No. Having a diverse society is a positive. There is no 'invasion'.,0,1,Islamophobia,crimes,facts,25.0,male,Master,ENT1ST0015HS0070CN001013,,,
681,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",No. Having a diverse society is a positive. There is no 'invasion'.,0,1,Islamophobia,rapism,facts,25.0,male,Master,ENT1ST0015HS0070CN001013,,,
764,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,No. Having a diverse society is a positive. There is no 'invasion'.,0,1,Islamophobia,rapism,facts,25.0,male,Master,ENT1ST0015HS0070CN001013,,,
1049,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.",No. Having a diverse society is a positive. There is no 'invasion'.,0,1,Islamophobia,culture,facts,25.0,male,Master,ENT1ST0015HS0070CN001013,,,
3265,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,"People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!",0,1,Islamophobia,crimes,facts,24.0,female,Bachelor,ENT1ST0002HS0075CN000074,,,
3393,The vast majority of Muslims are unemployed and refuse to work.,"People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!",0,1,Islamophobia,economics,facts,24.0,female,Bachelor,ENT1ST0002HS0075CN000074,,,
3132,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,"People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!",1,1,Islamophobia,crimes,facts,24.0,female,Bachelor,ENT1ST0002HS0075CN000074,,,
2906,"Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?","People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!",1,1,Islamophobia,terrorism,facts,24.0,female,Bachelor,ENT1ST0002HS0075CN000074,,,
2991,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?","People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!",1,1,Islamophobia,islamization,facts,24.0,female,Bachelor,ENT1ST0002HS0075CN000074,,,
2907,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,"People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!",0,1,Islamophobia,culture,facts,24.0,female,Bachelor,ENT1ST0002HS0075CN000074,,,
3078,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,"People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!",1,1,Islamophobia,culture,facts,24.0,female,Bachelor,ENT1ST0002HS0075CN000074,,,
3148,"Where there is Islam, there cannot be peace.","People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!",1,1,Islamophobia,culture,facts,24.0,female,Bachelor,ENT1ST0002HS0075CN000074,,,
2945,"Muslims love the islamic law so much, then why do not they move in islamic countries?","People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!",0,1,Islamophobia,culture,facts,24.0,female,Bachelor,ENT1ST0002HS0075CN000074,,,
1374,Muslims do not have nothing useful that can enrich our culture.,People's concerns must be based in evidence and not hatred.,0,0,Islamophobia,culture,facts,25.0,male,Master,ENT1ST0020HS0058CN001185,0,1,
1557,We should pay attention to not offend Muslims while celebrating Christmas in our country.,People's concerns must be based in evidence and not hatred.,0,1,Islamophobia,islamization,facts,25.0,male,Master,ENT1ST0020HS0058CN001185,0,0,
1330,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",People's concerns must be based in evidence and not hatred.,0,1,Islamophobia,crimes,facts,25.0,male,Master,ENT1ST0020HS0058CN001185,0,1,
1417,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,People's concerns must be based in evidence and not hatred.,0,1,Islamophobia,islamization,facts,25.0,male,Master,ENT1ST0020HS0058CN001185,0,0,
1215,"Muslims love the islamic law so much, then why do not they move in islamic countries?",People's concerns must be based in evidence and not hatred.,0,1,Islamophobia,culture,facts,25.0,male,Master,ENT1ST0020HS0058CN001185,0,0,
1173,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,People's concerns must be based in evidence and not hatred.,0,1,Islamophobia,culture,facts,25.0,male,Master,ENT1ST0020HS0058CN001185,0,1,
1351,"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!",People's concerns must be based in evidence and not hatred.,1,0,Islamophobia,"crimes , rapism",facts,25.0,male,Master,ENT1ST0020HS0058CN001185,2,1,
2210,Islam is a religion mostly based on conquest and violence.,"Perhaps invented clocks, surgical instruments and maps? You are welcome.",0,1,Islamophobia,culture,facts,26.0,female,Bachelor,ENT1ST0014HS0116CN000821,,,
2399,"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!","Perhaps invented clocks, surgical instruments and maps? You are welcome.",0,1,Islamophobia,"crimes , rapism",facts,26.0,female,Bachelor,ENT1ST0014HS0116CN000821,,,
2264,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,"Perhaps invented clocks, surgical instruments and maps? You are welcome.",0,1,Islamophobia,"rapism , terrorism",facts,26.0,female,Bachelor,ENT1ST0014HS0116CN000821,,,
2164,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","Perhaps invented clocks, surgical instruments and maps? You are welcome.",0,1,Islamophobia,crimes,facts,26.0,female,Bachelor,ENT1ST0014HS0116CN000821,,,
2653,We must send Islamics back to their native countries. They are too different from us.,"Perhaps invented clocks, surgical instruments and maps? You are welcome.",0,1,Islamophobia,culture,facts,26.0,female,Bachelor,ENT1ST0014HS0116CN000821,,,
2313,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?","Perhaps invented clocks, surgical instruments and maps? You are welcome.",0,1,Islamophobia,islamization,facts,26.0,female,Bachelor,ENT1ST0014HS0116CN000821,,,
2133,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.","Perhaps invented clocks, surgical instruments and maps? You are welcome.",0,1,Islamophobia,rapism,facts,26.0,female,Bachelor,ENT1ST0014HS0116CN000821,,,
2274,"When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.","Perhaps invented clocks, surgical instruments and maps? You are welcome.",0,1,Islamophobia,"crimes , rapism , terrorism",facts,26.0,female,Bachelor,ENT1ST0014HS0116CN000821,,,
2658,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,"Perhaps invented clocks, surgical instruments and maps? You are welcome.",0,1,Islamophobia,crimes,facts,26.0,female,Bachelor,ENT1ST0014HS0116CN000821,,,
2457,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,"Perhaps invented clocks, surgical instruments and maps? You are welcome.",0,1,Islamophobia,generic,facts,26.0,female,Bachelor,ENT1ST0014HS0116CN000821,,,
721,Islam is a religion mostly based on conquest and violence.,"Perhaps we should stop exporting goods or buying stuff from from Islamic countries? While were at it give back their numbers, maths and architecture?",0,1,Islamophobia,culture,hypocrisy,50.0,male,Bachelor,ENT1ST0008HS0053CN000429,,,
1038,Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,"Perhaps we should stop exporting goods or buying stuff from from Islamic countries? While were at it give back their numbers, maths and architecture?",0,1,Islamophobia,culture,hypocrisy,50.0,male,Bachelor,ENT1ST0008HS0053CN000429,,,
746,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,"Perhaps we should stop exporting goods or buying stuff from from Islamic countries? While were at it give back their numbers, maths and architecture?",0,1,Islamophobia,"rapism , terrorism",hypocrisy,50.0,male,Bachelor,ENT1ST0008HS0053CN000429,,,
877,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,"Perhaps we should stop exporting goods or buying stuff from from Islamic countries? While were at it give back their numbers, maths and architecture?",0,1,Islamophobia,islamization,hypocrisy,50.0,male,Bachelor,ENT1ST0008HS0053CN000429,,,
1073,The only purpose of Islam is to dominate and destroy us! Being multicultural has nothing to do with it.,"Perhaps we should stop exporting goods or buying stuff from from Islamic countries? While were at it give back their numbers, maths and architecture?",0,1,Islamophobia,"culture , islamization",hypocrisy,50.0,male,Bachelor,ENT1ST0008HS0053CN000429,,,
828,"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!","Perhaps we should stop exporting goods or buying stuff from from Islamic countries? While were at it give back their numbers, maths and architecture?",0,1,Islamophobia,"crimes , rapism",hypocrisy,50.0,male,Bachelor,ENT1ST0008HS0053CN000429,,,
848,Muslims do not have nothing useful that can enrich our culture.,"Perhaps we should stop exporting goods or buying stuff from from Islamic countries? While were at it give back their numbers, maths and architecture?",1,1,Islamophobia,culture,hypocrisy,50.0,male,Bachelor,ENT1ST0008HS0053CN000429,,,
841,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,"Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",0,1,Islamophobia,culture,denouncing,21.0,female,Master,ENT1ST0022HS0017CN001193,,,
803,"All Muslims should be deported, no one wants them here.","Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",0,1,Islamophobia,generic,denouncing,21.0,female,Master,ENT1ST0022HS0017CN001193,,,
1002,Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.,"Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",0,1,Islamophobia,terrorism,denouncing,21.0,female,Master,ENT1ST0022HS0017CN001193,,,
1074,The only purpose of Islam is to dominate and destroy us! Being multicultural has nothing to do with it.,"Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",0,1,Islamophobia,"culture , islamization",denouncing,21.0,female,Master,ENT1ST0022HS0017CN001193,,,
831,"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!","Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",0,1,Islamophobia,"crimes , rapism",denouncing,21.0,female,Master,ENT1ST0022HS0017CN001193,,,
705,"Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?","Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",0,1,Islamophobia,terrorism,denouncing,21.0,female,Master,ENT1ST0022HS0017CN001193,,,
1025,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,"Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",0,1,Islamophobia,"culture , islamization",denouncing,21.0,female,Master,ENT1ST0022HS0017CN001193,,,
776,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?","Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",0,1,Islamophobia,islamization,denouncing,21.0,female,Master,ENT1ST0022HS0017CN001193,,,
1034,Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,"Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",0,1,Islamophobia,culture,denouncing,21.0,female,Master,ENT1ST0022HS0017CN001193,,,
765,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,"Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",0,1,Islamophobia,rapism,denouncing,21.0,female,Master,ENT1ST0022HS0017CN001193,,,
718,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,"Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",1,0,Islamophobia,culture,denouncing,21.0,female,Master,ENT1ST0022HS0017CN001193,,,
3128,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,Positive news story about muslim community.,0,1,Islamophobia,crimes,positive,25.0,male,Master,ENT1ST0008HS0073CN000325,,,
2997,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?",Positive news story about muslim community.,0,1,Islamophobia,islamization,positive,25.0,male,Master,ENT1ST0008HS0073CN000325,,,
3011,"Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do this things?",Positive news story about muslim community.,0,1,Islamophobia,"crimes , rapism",positive,25.0,male,Master,ENT1ST0008HS0073CN000325,,,
2883,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",Positive news story about muslim community.,0,1,Islamophobia,crimes,positive,25.0,male,Master,ENT1ST0008HS0073CN000325,,,
2954,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,Positive news story about muslim community.,0,1,Islamophobia,"rapism , terrorism",positive,25.0,male,Master,ENT1ST0008HS0073CN000325,,,
3196,"Europe is civilised, Muslims should not stay there.",Positive news story about muslim community.,0,1,Islamophobia,generic,positive,25.0,male,Master,ENT1ST0008HS0073CN000325,,,
3321,Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,Positive news story about muslim community.,0,1,Islamophobia,culture,positive,25.0,male,Master,ENT1ST0008HS0073CN000325,,,
3053,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,Positive news story about muslim community.,0,1,Islamophobia,crimes,positive,25.0,male,Master,ENT1ST0008HS0073CN000325,,,
296,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,"Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,generic,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
655,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,"crimes , rapism , terrorism",facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
227,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,crimes,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
149,"When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,"crimes , rapism , terrorism",facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,1,
109,"Muslims love the islamic law so much, then why do not they move in islamic countries?","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,culture,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
43,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,crimes,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
322,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,"Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,islamization,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
233,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,crimes,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
51,"Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,terrorism,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
251,"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",1,1,Islamophobia,"crimes , rapism",facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,1,2,
214,"All Muslims should be deported, no one wants them here.","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,generic,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
530,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,Rapists will use any excuse to justify their actions. This is an abhorrent individual.,0,1,Islamophobia,culture,facts,21.0,female,Bachelor,ENT1ST0019HS0002CN001086,,,
561,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,Rapists will use any excuse to justify their actions. This is an abhorrent individual.,0,1,Islamophobia,"culture , islamization",facts,21.0,female,Bachelor,ENT1ST0019HS0002CN001086,,,
505,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,Rapists will use any excuse to justify their actions. This is an abhorrent individual.,0,1,Islamophobia,crimes,facts,21.0,female,Bachelor,ENT1ST0019HS0002CN001086,,,
8,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",Rapists will use any excuse to justify their actions. This is an abhorrent individual.,0,1,Islamophobia,rapism,facts,21.0,female,Bachelor,ENT1ST0019HS0002CN001086,,,
144,"When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.",Rapists will use any excuse to justify their actions. This is an abhorrent individual.,0,1,Islamophobia,"crimes , rapism , terrorism",facts,21.0,female,Bachelor,ENT1ST0019HS0002CN001086,,,
132,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,Rapists will use any excuse to justify their actions. This is an abhorrent individual.,0,1,Islamophobia,"rapism , terrorism",facts,21.0,female,Bachelor,ENT1ST0019HS0002CN001086,,,
