cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0008HS0065CN000372,Muslims have nothing to contribute to our society.,Muslims have been part of the British fabric since the 19th century and have been contributing greatly in all different fields.,Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0065CN000372P1,Muslims cannot add any value to our culture.,Muslims have been part of the British fabric since the 19th century and have been contributing greatly in all different fields.,Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0065CN000373,Muslims have nothing to contribute to our society.,"Do you know that you are using a lot of things in your everyday life that Muslims invented, right?",Islamophobia,culture,hypocrisy,26.0,female,Bachelor
ENT1ST0008HS0065CN000373P1,Muslims cannot add any value to our culture.,"Do you know that you are using a lot of things in your everyday life that Muslims invented, right?",Islamophobia,culture,hypocrisy,26.0,female,Bachelor
ENT1ST0008HS0065CN000374,Muslims have nothing to contribute to our society.,"This may dissapoint you.but every single individual is contributing to a society in one way or another, regardless of their race or religion.",Islamophobia,culture,hypocrisy,26.0,female,Bachelor
ENT1ST0008HS0065CN000374P1,Muslims cannot add any value to our culture.,"This may dissapoint you.but every single individual is contributing to a society in one way or another, regardless of their race or religion.",Islamophobia,culture,hypocrisy,26.0,female,Bachelor
ENT1ST0008HS0065CN000375,Muslims have nothing to contribute to our society.,I take it you have never eaten a curry then?,Islamophobia,culture,humor,22.0,female,Master
ENT1ST0008HS0065CN000375P1,Muslims cannot add any value to our culture.,I take it you have never eaten a curry then?,Islamophobia,culture,humor,22.0,female,Master
ENT1ST0008HS0065CN000376,Muslims have nothing to contribute to our society.,What is your hatred of Muslims contributing to our society except spreading intolerance and causing divide?,Islamophobia,culture,denouncing,21.0,female,Master
ENT1ST0008HS0065CN000376P1,Muslims cannot add any value to our culture.,What is your hatred of Muslims contributing to our society except spreading intolerance and causing divide?,Islamophobia,culture,denouncing,21.0,female,Master
ENT1ST0008HS0065CN000377,Muslims have nothing to contribute to our society.,"The knowledge western society is built on was discovered by Islamic scholars, then colonialists claimed it as their own. Our society would not be so developed without Muslim contributions to science, medicine, and many other fields.",Islamophobia,culture,facts,21.0,female,Master
ENT1ST0008HS0065CN000377P1,Muslims cannot add any value to our culture.,"The knowledge western society is built on was discovered by Islamic scholars, then colonialists claimed it as their own. Our society would not be so developed without Muslim contributions to science, medicine, and many other fields.",Islamophobia,culture,facts,21.0,female,Master
ENT1ST0008HS0065CN000378,Muslims have nothing to contribute to our society.,"Unless you consider spending over 20 Billion pounds per year, being one of the highest online charity givers, creating a third of small to medium enterprises in London and that is before we talk about the international contribution.",Islamophobia,culture,facts,50.0,male,Bachelor
ENT1ST0008HS0065CN000378P1,Muslims cannot add any value to our culture.,"Unless you consider spending over 20 Billion pounds per year, being one of the highest online charity givers, creating a third of small to medium enterprises in London and that is before we talk about the international contribution.",Islamophobia,culture,facts,50.0,male,Bachelor
ENT1ST0008HS0065CN000379,Muslims have nothing to contribute to our society.,"Hospitals, coffee, clocks, cameras, universities, surgery, maps, music, algebra, paper, vaccinations, clocks, three course meals, carpets. I could go on.",Islamophobia,culture,facts,25.0,female,Bachelor
ENT1ST0008HS0065CN000379P1,Muslims cannot add any value to our culture.,"Hospitals, coffee, clocks, cameras, universities, surgery, maps, music, algebra, paper, vaccinations, clocks, three course meals, carpets. I could go on.",Islamophobia,culture,facts,25.0,female,Bachelor
ENT1ST0008HS0065CN000380,Muslims have nothing to contribute to our society.,Your afternoon tea.,Islamophobia,culture,humor,22.0,female,Master
ENT1ST0008HS0065CN000380P1,Muslims cannot add any value to our culture.,Your afternoon tea.,Islamophobia,culture,humor,22.0,female,Master
ENT1ST0008HS0065CN000381,Muslims have nothing to contribute to our society.,Have you every interacted with a muslim?,Islamophobia,culture,question,25.0,male,Master
ENT1ST0008HS0065CN000381P1,Muslims cannot add any value to our culture.,Have you every interacted with a muslim?,Islamophobia,culture,question,25.0,male,Master
ENT1ST0008HS0065CN000382,Muslims have nothing to contribute to our society.,The 26% of NHS doctors who are Asian/Asian British beg to differ.,Islamophobia,culture,affiliation,22.0,female,Master
ENT1ST0008HS0065CN000382P1,Muslims cannot add any value to our culture.,The 26% of NHS doctors who are Asian/Asian British beg to differ.,Islamophobia,culture,affiliation,22.0,female,Master
ENT1ST0008HS0065CN000383,Muslims have nothing to contribute to our society.,Enjoying your afternoon tea?? That came from India.,Islamophobia,culture,humor,22.0,female,Master
ENT1ST0008HS0065CN000383P1,Muslims cannot add any value to our culture.,Enjoying your afternoon tea?? That came from India.,Islamophobia,culture,humor,22.0,female,Master
ENT1ST0008HS0065CN000384,Muslims have nothing to contribute to our society.,"Muslims feed the homeless London, Cardiff, Birmingham (everywhere) BBC news; Muslims raise funds for synagogue, rescue flood victims, just google.",Islamophobia,culture,"facts , positive",50.0,male,Bachelor
ENT1ST0008HS0065CN000384P1,Muslims cannot add any value to our culture.,"Muslims feed the homeless London, Cardiff, Birmingham (everywhere) BBC news; Muslims raise funds for synagogue, rescue flood victims, just google.",Islamophobia,culture,"facts , positive",50.0,male,Bachelor
ENT1ST0008HS0065CN000385,Muslims have nothing to contribute to our society.,Muslims have contributed much to the UK due to their sterling educational achievements. More than half of Muslim schools in England surpass the national percentage GCSE average of 5 or more GCSE's or equivalent A*-C grades including English and Math GCSEs. This enables Muslims to work in important fields of Medicine and Law amongst others to enrich the lives of UK citizens.,Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0065CN000385P1,Muslims cannot add any value to our culture.,Muslims have contributed much to the UK due to their sterling educational achievements. More than half of Muslim schools in England surpass the national percentage GCSE average of 5 or more GCSE's or equivalent A*-C grades including English and Math GCSEs. This enables Muslims to work in important fields of Medicine and Law amongst others to enrich the lives of UK citizens.,Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0065CN000386,Muslims have nothing to contribute to our society.,"Clearly, when they are working, shopping etc they are paying taxes? This is also a contribution to a society.in economic terms!",Islamophobia,culture,facts,26.0,female,Bachelor
ENT1ST0008HS0065CN000386P1,Muslims cannot add any value to our culture.,"Clearly, when they are working, shopping etc they are paying taxes? This is also a contribution to a society.in economic terms!",Islamophobia,culture,facts,26.0,female,Bachelor
ENT1ST0008HS0065CN000387,Muslims have nothing to contribute to our society.,Maybe prejudice and xenophobia have nothing to contribute to our society.,Islamophobia,culture,denouncing,50.0,male,Bachelor
ENT1ST0008HS0065CN000387P1,Muslims cannot add any value to our culture.,Maybe prejudice and xenophobia have nothing to contribute to our society.,Islamophobia,culture,denouncing,50.0,male,Bachelor
ENT1ST0008HS0065CN000388,Muslims have nothing to contribute to our society.,"A core duty of being a Muslim is to conduct Zakat (the word for charity in Arabic). The Prophet Mohammad stated that: 'The believer's shade on the Day of Resurrection will be his charity.' Because of their inspiration, Muslims are known to tirelessly work for many charitable causes in order to serve humanity on the global scale and their local societies across the UK.",Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0065CN000388P1,Muslims cannot add any value to our culture.,"A core duty of being a Muslim is to conduct Zakat (the word for charity in Arabic). The Prophet Mohammad stated that: 'The believer's shade on the Day of Resurrection will be his charity.' Because of their inspiration, Muslims are known to tirelessly work for many charitable causes in order to serve humanity on the global scale and their local societies across the UK.",Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0065CN000389,Muslims have nothing to contribute to our society.,"What have Muslims ever done for us? Well, Coffee, Clocks, Cameras, Hygiene, Universities, Surgical Instruments, Maps, Music, Algebra.",Islamophobia,culture,facts,50.0,male,Bachelor
ENT1ST0008HS0065CN000389P1,Muslims cannot add any value to our culture.,"What have Muslims ever done for us? Well, Coffee, Clocks, Cameras, Hygiene, Universities, Surgical Instruments, Maps, Music, Algebra.",Islamophobia,culture,facts,50.0,male,Bachelor
ENT1ST0008HS0073CN000312,Using violence to punish another person? Sounds like a muslim issue.,"Don't mix up politics and faith. No faith really encourages violence, the way politicians (on every side and nation) interpret them however, is a different story.",Islamophobia,culture,facts,50.0,male,Bachelor
ENT1ST0008HS0073CN000312P1,Muslims use corporal and cruel punishment on people.,"Don't mix up politics and faith. No faith really encourages violence, the way politicians (on every side and nation) interpret them however, is a different story.",Islamophobia,culture,facts,50.0,male,Bachelor
ENT1ST0008HS0073CN000312P2,Muslims use acts of violence to punish people.,"Don't mix up politics and faith. No faith really encourages violence, the way politicians (on every side and nation) interpret them however, is a different story.",Islamophobia,culture,facts,50.0,male,Bachelor
ENT1ST0008HS0073CN000313,Using violence to punish another person? Sounds like a muslim issue.,The vast majority of muslims are peaceful people- a small violent minority do not represent the islamic faith; just like christian terrorists do not represent the christian church.,Islamophobia,culture,facts,25.0,female,Bachelor
ENT1ST0008HS0073CN000313P1,Muslims use corporal and cruel punishment on people.,The vast majority of muslims are peaceful people- a small violent minority do not represent the islamic faith; just like christian terrorists do not represent the christian church.,Islamophobia,culture,facts,25.0,female,Bachelor
ENT1ST0008HS0073CN000313P2,Muslims use acts of violence to punish people.,The vast majority of muslims are peaceful people- a small violent minority do not represent the islamic faith; just like christian terrorists do not represent the christian church.,Islamophobia,culture,facts,25.0,female,Bachelor
ENT1ST0008HS0073CN000314,Using violence to punish another person? Sounds like a muslim issue.,No religion encourages violence towards others. I do not think it is a muslim issue at all.,Islamophobia,culture,facts,26.0,female,Bachelor
ENT1ST0008HS0073CN000314P1,Muslims use corporal and cruel punishment on people.,No religion encourages violence towards others. I do not think it is a muslim issue at all.,Islamophobia,culture,facts,26.0,female,Bachelor
ENT1ST0008HS0073CN000314P2,Muslims use acts of violence to punish people.,No religion encourages violence towards others. I do not think it is a muslim issue at all.,Islamophobia,culture,facts,26.0,female,Bachelor
ENT1ST0008HS0073CN000315,Using violence to punish another person? Sounds like a muslim issue.,"The very word islam, which means 'surrender,' is from the arabic salam, or peace - islam is not a violent religion.",Islamophobia,culture,"facts , positive",25.0,female,Bachelor
ENT1ST0008HS0073CN000315P1,Muslims use corporal and cruel punishment on people.,"The very word islam, which means 'surrender,' is from the arabic salam, or peace - islam is not a violent religion.",Islamophobia,culture,"facts , positive",25.0,female,Bachelor
ENT1ST0008HS0073CN000315P2,Muslims use acts of violence to punish people.,"The very word islam, which means 'surrender,' is from the arabic salam, or peace - islam is not a violent religion.",Islamophobia,culture,"facts , positive",25.0,female,Bachelor
ENT1ST0008HS0073CN000316,Using violence to punish another person? Sounds like a muslim issue.,Aren't there a lot of people in britain (and the states) who want to bring back hanging? Or is that different?,Islamophobia,culture,"denouncing , question",50.0,male,Bachelor
ENT1ST0008HS0073CN000316P1,Muslims use corporal and cruel punishment on people.,Aren't there a lot of people in britain (and the states) who want to bring back hanging? Or is that different?,Islamophobia,culture,"denouncing , question",50.0,male,Bachelor
ENT1ST0008HS0073CN000316P2,Muslims use acts of violence to punish people.,Aren't there a lot of people in britain (and the states) who want to bring back hanging? Or is that different?,Islamophobia,culture,"denouncing , question",50.0,male,Bachelor
ENT1ST0008HS0073CN000318,Using violence to punish another person? Sounds like a muslim issue.,Just to note than muslims believe only god can punish or forgive. The violence seems to be your issue.,Islamophobia,culture,"denouncing , facts",22.0,female,Master
ENT1ST0008HS0073CN000318P1,Muslims use corporal and cruel punishment on people.,Just to note than muslims believe only god can punish or forgive. The violence seems to be your issue.,Islamophobia,culture,"denouncing , facts",22.0,female,Master
ENT1ST0008HS0073CN000318P2,Muslims use acts of violence to punish people.,Just to note than muslims believe only god can punish or forgive. The violence seems to be your issue.,Islamophobia,culture,"denouncing , facts",22.0,female,Master
ENT1ST0008HS0073CN000320,Using violence to punish another person? Sounds like a muslim issue.,Part of the problem is no one wants to hurt each other any more' quote from donald trump @POTUS maybe he is a closet muslim?,Islamophobia,culture,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0008HS0073CN000320P1,Muslims use corporal and cruel punishment on people.,Part of the problem is no one wants to hurt each other any more' quote from donald trump @POTUS maybe he is a closet muslim?,Islamophobia,culture,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0008HS0073CN000320P2,Muslims use acts of violence to punish people.,Part of the problem is no one wants to hurt each other any more' quote from donald trump @POTUS maybe he is a closet muslim?,Islamophobia,culture,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0008HS0073CN000321,Using violence to punish another person? Sounds like a muslim issue.,Violence is only permitted in the qu'ran through means of self-defence.,Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0073CN000321P1,Muslims use corporal and cruel punishment on people.,Violence is only permitted in the qu'ran through means of self-defence.,Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0073CN000321P2,Muslims use acts of violence to punish people.,Violence is only permitted in the qu'ran through means of self-defence.,Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0073CN000322,Using violence to punish another person? Sounds like a muslim issue.,The quran teached justice and that criminals should be treated justly and be given the chance to reform.,Islamophobia,culture,facts,25.0,female,Bachelor
ENT1ST0008HS0073CN000322P1,Muslims use corporal and cruel punishment on people.,The quran teached justice and that criminals should be treated justly and be given the chance to reform.,Islamophobia,culture,facts,25.0,female,Bachelor
ENT1ST0008HS0073CN000322P2,Muslims use acts of violence to punish people.,The quran teached justice and that criminals should be treated justly and be given the chance to reform.,Islamophobia,culture,facts,25.0,female,Bachelor
ENT1ST0008HS0073CN000323,Using violence to punish another person? Sounds like a muslim issue.,Islam is a religion of peace. People using it to justify violence do not understand islam or aren't complying with its principles.,Islamophobia,culture,facts,21.0,female,Master
ENT1ST0008HS0073CN000323P1,Muslims use corporal and cruel punishment on people.,Islam is a religion of peace. People using it to justify violence do not understand islam or aren't complying with its principles.,Islamophobia,culture,facts,21.0,female,Master
ENT1ST0008HS0073CN000323P2,Muslims use acts of violence to punish people.,Islam is a religion of peace. People using it to justify violence do not understand islam or aren't complying with its principles.,Islamophobia,culture,facts,21.0,female,Master
ENT1ST0008HS0073CN000324,Using violence to punish another person? Sounds like a muslim issue.,Why is this a muslim issue? All peoples have from all walks of life can be violent?,Islamophobia,culture,denouncing,25.0,male,Master
ENT1ST0008HS0073CN000324P1,Muslims use corporal and cruel punishment on people.,Why is this a muslim issue? All peoples have from all walks of life can be violent?,Islamophobia,culture,denouncing,25.0,male,Master
ENT1ST0008HS0073CN000324P2,Muslims use acts of violence to punish people.,Why is this a muslim issue? All peoples have from all walks of life can be violent?,Islamophobia,culture,denouncing,25.0,male,Master
ENT1ST0008HS0073CN000325,Using violence to punish another person? Sounds like a muslim issue.,Positive news story about muslim community.,Islamophobia,culture,positive,25.0,male,Master
ENT1ST0008HS0073CN000325P1,Muslims use corporal and cruel punishment on people.,Positive news story about muslim community.,Islamophobia,culture,positive,25.0,male,Master
ENT1ST0008HS0073CN000325P2,Muslims use acts of violence to punish people.,Positive news story about muslim community.,Islamophobia,culture,positive,25.0,male,Master
ENT1ST0008HS0073CN000327,Using violence to punish another person? Sounds like a muslim issue.,"Or occupied palestine, apartheid south africa, ireland during the troubles, so many homophobes and racists, some parents, my old pe teacher and many, many state schools in the us.",Islamophobia,culture,hypocrisy,50.0,male,Bachelor
ENT1ST0008HS0073CN000327P1,Muslims use corporal and cruel punishment on people.,"Or occupied palestine, apartheid south africa, ireland during the troubles, so many homophobes and racists, some parents, my old pe teacher and many, many state schools in the us.",Islamophobia,culture,hypocrisy,50.0,male,Bachelor
ENT1ST0008HS0073CN000327P2,Muslims use acts of violence to punish people.,"Or occupied palestine, apartheid south africa, ireland during the troubles, so many homophobes and racists, some parents, my old pe teacher and many, many state schools in the us.",Islamophobia,culture,hypocrisy,50.0,male,Bachelor
ENT1ST0008HS0073CN000328,Using violence to punish another person? Sounds like a muslim issue.,Violent verses in the qu'ran used by groups like isis to justify their evil atrocities have been cherry-picked without context and the qu'ran forbids cherry-picking as it is a holistic text.,Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0073CN000328P1,Muslims use corporal and cruel punishment on people.,Violent verses in the qu'ran used by groups like isis to justify their evil atrocities have been cherry-picked without context and the qu'ran forbids cherry-picking as it is a holistic text.,Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0073CN000328P2,Muslims use acts of violence to punish people.,Violent verses in the qu'ran used by groups like isis to justify their evil atrocities have been cherry-picked without context and the qu'ran forbids cherry-picking as it is a holistic text.,Islamophobia,culture,facts,28.0,female,Master
ENT1ST0008HS0073CN000329,Using violence to punish another person? Sounds like a muslim issue.,Then the violent protesters in support of tommy r were muslims?,Islamophobia,culture,hypocrisy,50.0,male,Bachelor
ENT1ST0008HS0073CN000329P1,Muslims use corporal and cruel punishment on people.,Then the violent protesters in support of tommy r were muslims?,Islamophobia,culture,hypocrisy,50.0,male,Bachelor
ENT1ST0008HS0073CN000329P2,Muslims use acts of violence to punish people.,Then the violent protesters in support of tommy r were muslims?,Islamophobia,culture,hypocrisy,50.0,male,Bachelor
ENT1ST0008HS0073CN000330,Using violence to punish another person? Sounds like a muslim issue.,"Ha, well you never went to public school then!",Islamophobia,culture,humor,50.0,male,Bachelor
ENT1ST0008HS0073CN000330P1,Muslims use corporal and cruel punishment on people.,"Ha, well you never went to public school then!",Islamophobia,culture,humor,50.0,male,Bachelor
ENT1ST0008HS0073CN000330P2,Muslims use acts of violence to punish people.,"Ha, well you never went to public school then!",Islamophobia,culture,humor,50.0,male,Bachelor
ENT1ST0008HS0073CN000331,Using violence to punish another person? Sounds like a muslim issue.,"Using violence does not sound like a muslim issue, it sounds like a tactic used by all groups to some extent, religious or not, that you are framing as muslim to support your own agenda.",Islamophobia,culture,"denouncing , facts",22.0,female,Master
ENT1ST0008HS0073CN000331P1,Muslims use corporal and cruel punishment on people.,"Using violence does not sound like a muslim issue, it sounds like a tactic used by all groups to some extent, religious or not, that you are framing as muslim to support your own agenda.",Islamophobia,culture,"denouncing , facts",22.0,female,Master
ENT1ST0008HS0073CN000331P2,Muslims use acts of violence to punish people.,"Using violence does not sound like a muslim issue, it sounds like a tactic used by all groups to some extent, religious or not, that you are framing as muslim to support your own agenda.",Islamophobia,culture,"denouncing , facts",22.0,female,Master
ENT1ST0008HS0073CN000332,Using violence to punish another person? Sounds like a muslim issue.,"Well, when the pope who represents 1.2 billion catholics and the grand imam, the highest seat in sunni islam, sing a joint declaration stating ''we resolutely declare that religions must never incite war, hateful attitudes, hostility and extremism, nor must they incite violence or the shedding of blood,"" i know who i will believe. Stop just listening to the news you want to believe.",Islamophobia,culture,facts,50.0,male,Bachelor
ENT1ST0008HS0073CN000332P1,Muslims use corporal and cruel punishment on people.,"Well, when the pope who represents 1.2 billion catholics and the grand imam, the highest seat in sunni islam, sing a joint declaration stating ''we resolutely declare that religions must never incite war, hateful attitudes, hostility and extremism, nor must they incite violence or the shedding of blood,"" i know who i will believe. Stop just listening to the news you want to believe.",Islamophobia,culture,facts,50.0,male,Bachelor
ENT1ST0008HS0073CN000332P2,Muslims use acts of violence to punish people.,"Well, when the pope who represents 1.2 billion catholics and the grand imam, the highest seat in sunni islam, sing a joint declaration stating ''we resolutely declare that religions must never incite war, hateful attitudes, hostility and extremism, nor must they incite violence or the shedding of blood,"" i know who i will believe. Stop just listening to the news you want to believe.",Islamophobia,culture,facts,50.0,male,Bachelor
ENT1ST0008HS0073CN000333,Using violence to punish another person? Sounds like a muslim issue.,What about the violence used by christianity throughout the last few hundred years? Do the crusades sound like a 'muslim issue'?,Islamophobia,culture,hypocrisy,21.0,female,Master
ENT1ST0008HS0073CN000333P1,Muslims use corporal and cruel punishment on people.,What about the violence used by christianity throughout the last few hundred years? Do the crusades sound like a 'muslim issue'?,Islamophobia,culture,hypocrisy,21.0,female,Master
ENT1ST0008HS0073CN000333P2,Muslims use acts of violence to punish people.,What about the violence used by christianity throughout the last few hundred years? Do the crusades sound like a 'muslim issue'?,Islamophobia,culture,hypocrisy,21.0,female,Master
ENT1ST0008HS0073CN000334,Using violence to punish another person? Sounds like a muslim issue.,But it isn't is it?,Islamophobia,culture,question,25.0,male,Master
ENT1ST0008HS0073CN000334P1,Muslims use corporal and cruel punishment on people.,But it isn't is it?,Islamophobia,culture,question,25.0,male,Master
ENT1ST0008HS0073CN000334P2,Muslims use acts of violence to punish people.,But it isn't is it?,Islamophobia,culture,question,25.0,male,Master
ENT1ST0008HS0073CN000335,Using violence to punish another person? Sounds like a muslim issue.,I do not remember seeing many of the shootings in america being perpetrated by a muslim shooter.,Islamophobia,culture,hypocrisy,21.0,female,Master
ENT1ST0008HS0073CN000335P1,Muslims use corporal and cruel punishment on people.,I do not remember seeing many of the shootings in america being perpetrated by a muslim shooter.,Islamophobia,culture,hypocrisy,21.0,female,Master
ENT1ST0008HS0073CN000335P2,Muslims use acts of violence to punish people.,I do not remember seeing many of the shootings in america being perpetrated by a muslim shooter.,Islamophobia,culture,hypocrisy,21.0,female,Master
ENT1ST0008HS0073CN000336,Using violence to punish another person? Sounds like a muslim issue.,Violence is a muslim issue. Especially all the violence being endured by muslims due to hateful intolerance and discrimination.,Islamophobia,culture,facts,22.0,female,Master
ENT1ST0008HS0073CN000336P1,Muslims use corporal and cruel punishment on people.,Violence is a muslim issue. Especially all the violence being endured by muslims due to hateful intolerance and discrimination.,Islamophobia,culture,facts,22.0,female,Master
ENT1ST0008HS0073CN000336P2,Muslims use acts of violence to punish people.,Violence is a muslim issue. Especially all the violence being endured by muslims due to hateful intolerance and discrimination.,Islamophobia,culture,facts,22.0,female,Master
ENT1ST0008HS0073CN000339,Using violence to punish another person? Sounds like a muslim issue.,Actions of a few people do not represent an entire community.,Islamophobia,culture,"facts , hypocrisy",26.0,female,Bachelor
ENT1ST0008HS0073CN000339P1,Muslims use corporal and cruel punishment on people.,Actions of a few people do not represent an entire community.,Islamophobia,culture,"facts , hypocrisy",26.0,female,Bachelor
ENT1ST0008HS0073CN000339P2,Muslims use acts of violence to punish people.,Actions of a few people do not represent an entire community.,Islamophobia,culture,"facts , hypocrisy",26.0,female,Bachelor
ENT1ST0008HS0073CN000340,Using violence to punish another person? Sounds like a muslim issue.,Or a trump rally.,Islamophobia,culture,humor,50.0,male,Bachelor
ENT1ST0008HS0073CN000340P1,Muslims use corporal and cruel punishment on people.,Or a trump rally.,Islamophobia,culture,humor,50.0,male,Bachelor
ENT1ST0008HS0073CN000340P2,Muslims use acts of violence to punish people.,Or a trump rally.,Islamophobia,culture,humor,50.0,male,Bachelor
ENT1ST0008HS0073CN000341,Using violence to punish another person? Sounds like a muslim issue.,Much more than 50 percent of parents out there are spankers.' - donald trump and isn't corporal punishment is currently legal in 19 states in the us?,Islamophobia,culture,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0008HS0073CN000341P1,Muslims use corporal and cruel punishment on people.,Much more than 50 percent of parents out there are spankers.' - donald trump and isn't corporal punishment is currently legal in 19 states in the us?,Islamophobia,culture,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0008HS0073CN000341P2,Muslims use acts of violence to punish people.,Much more than 50 percent of parents out there are spankers.' - donald trump and isn't corporal punishment is currently legal in 19 states in the us?,Islamophobia,culture,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0008HS0073CN000342,Using violence to punish another person? Sounds like a muslim issue.,Who said spare the cane spoil the child? How many non muslims are suggesting violence against muslims? Sounds like an issue in the western world.,Islamophobia,culture,hypocrisy,50.0,male,Bachelor
ENT1ST0008HS0073CN000342P1,Muslims use corporal and cruel punishment on people.,Who said spare the cane spoil the child? How many non muslims are suggesting violence against muslims? Sounds like an issue in the western world.,Islamophobia,culture,hypocrisy,50.0,male,Bachelor
ENT1ST0008HS0073CN000342P2,Muslims use acts of violence to punish people.,Who said spare the cane spoil the child? How many non muslims are suggesting violence against muslims? Sounds like an issue in the western world.,Islamophobia,culture,hypocrisy,50.0,male,Bachelor
ENT1ST0008HS0073CN000344,Using violence to punish another person? Sounds like a muslim issue.,Have you ever spoken to a muslim?,Islamophobia,culture,question,25.0,male,Master
ENT1ST0008HS0073CN000344P1,Muslims use corporal and cruel punishment on people.,Have you ever spoken to a muslim?,Islamophobia,culture,question,25.0,male,Master
ENT1ST0008HS0073CN000344P2,Muslims use acts of violence to punish people.,Have you ever spoken to a muslim?,Islamophobia,culture,question,25.0,male,Master
ENT1ST0008HS0083CN000207,Above all Islam is a religion of conquest.,Are all major religions not religions of conquest to some extent? It does not mean they cannot be practiced peacefully. (link to article about the pope likening Christianity and Islam through their 'idea of conquest'),Islamophobia,culture,hypocrisy,21.0,female,Master
ENT1ST0008HS0083CN000207P1,Islam purpose is only the conquest.,Are all major religions not religions of conquest to some extent? It does not mean they cannot be practiced peacefully. (link to article about the pope likening Christianity and Islam through their 'idea of conquest'),Islamophobia,culture,hypocrisy,21.0,female,Master
ENT1ST0008HS0083CN000208,Above all Islam is a religion of conquest.,So are we forgetting about the Crusades then.,Islamophobia,culture,"facts , hypocrisy",25.0,male,Bachelor
ENT1ST0008HS0083CN000208P1,Islam purpose is only the conquest.,So are we forgetting about the Crusades then.,Islamophobia,culture,"facts , hypocrisy",25.0,male,Bachelor
ENT1ST0008HS0083CN000209,Above all Islam is a religion of conquest.,7 Muslim Nobel Peace Prize winners would say otherwise.,Islamophobia,culture,facts,25.0,male,Bachelor
ENT1ST0008HS0083CN000209P1,Islam purpose is only the conquest.,7 Muslim Nobel Peace Prize winners would say otherwise.,Islamophobia,culture,facts,25.0,male,Bachelor
ENT1ST0008HS0083CN000210,Above all Islam is a religion of conquest.,If it is then it certainly hasn't been a religion of 'conquest' quite as successfully as some others. What about Christianity and colonialism?,Islamophobia,culture,hypocrisy,21.0,female,Master
ENT1ST0008HS0083CN000210P1,Islam purpose is only the conquest.,If it is then it certainly hasn't been a religion of 'conquest' quite as successfully as some others. What about Christianity and colonialism?,Islamophobia,culture,hypocrisy,21.0,female,Master
ENT1ST0008HS0083CN000211,Above all Islam is a religion of conquest.,"This is not true. Let me cite a verse in Quran for you. ""muslims cannot preemptively initiate a war."" [quote from Quran about peace].",Islamophobia,culture,"facts , positive",25.0,male,Bachelor
ENT1ST0008HS0083CN000211P1,Islam purpose is only the conquest.,"This is not true. Let me cite a verse in Quran for you. ""muslims cannot preemptively initiate a war."" [quote from Quran about peace].",Islamophobia,culture,"facts , positive",25.0,male,Bachelor
ENT1ST0008HS0083CN000212,Above all Islam is a religion of conquest.,"No, Islam is a religion of 1.6 billion people from all walks of life.",Islamophobia,culture,facts,25.0,male,Master
ENT1ST0008HS0083CN000212P1,Islam purpose is only the conquest.,"No, Islam is a religion of 1.6 billion people from all walks of life.",Islamophobia,culture,facts,25.0,male,Master
ENT1ST0008HS0083CN000213,Above all Islam is a religion of conquest.,"Every religion talks about conquest, this isn't specific to Islam.",Islamophobia,culture,facts,21.0,female,Master
ENT1ST0008HS0083CN000213P1,Islam purpose is only the conquest.,"Every religion talks about conquest, this isn't specific to Islam.",Islamophobia,culture,facts,21.0,female,Master
ENT1ST0008HS0086CN000233,"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.",The process you mentioned seems time-consuming to me and it does not guarantee anything. I do not think anyone would like to experience this just to get a chance to live in a country that speaks different language and possesses different culture.,Islamophobia,culture,"denouncing , facts",29.0,female,Master
ENT1ST0008HS0086CN000233P1,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,The process you mentioned seems time-consuming to me and it does not guarantee anything. I do not think anyone would like to experience this just to get a chance to live in a country that speaks different language and possesses different culture.,Islamophobia,culture,"denouncing , facts",29.0,female,Master
ENT1ST0008HS0086CN000233P2,"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.",The process you mentioned seems time-consuming to me and it does not guarantee anything. I do not think anyone would like to experience this just to get a chance to live in a country that speaks different language and possesses different culture.,Islamophobia,culture,"denouncing , facts",29.0,female,Master
